IDPIF,SUPQUEMADA,MUERTOS,HERIDOS,COMUNIDAD,PROVINCIA,COMARCA,MUNICIPIO,LATITUD,LONGITUD,FECHA,TIME_CTRL,TIME_EXT,IDGRUPOCAUSA,CAUSA,PERSONAL,PESADOS,AEREOS,GASTOS_EXT,PERDIDAS
2011050100,709.45,0,0,CASTILLA Y LEON,AVILA,NAVARREDONDA DE GREDOS,NAVALACRUZ,40.443319,-4.936557,2011-08-19,4283,8725,2,FUMADORES,340,19,14,0,0
2005490403,692.0,0,0,CASTILLA Y LEON,ZAMORA,MOMBUEY,ESPADAÃ‘EDO,42.129827,-6.395174,2005-03-17,780,1695,4,Sin datos,73,0,7,30244,0
2009240698,673.0,0,2,CASTILLA Y LEON,LEON,TRUCHAS,BENUZA,42.362649,-6.696539,2009-09-11,1066,1126,4,Sin datos,153,4,15,0,0
2007370119,670.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,PUERTAS,41.129439,-6.271373,2007-07-31,955,1695,3,MOTORES Y MÃ�QUINAS (SIN ESPECIFICAR),68,5,4,0,26800
2011240403,654.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,ENCINEDO,42.264327,-6.649845,2011-09-09,1625,3209,4,Sin datos,119,6,9,0,0
2008490227,650.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.10196,-6.940126,2008-04-05,250,250,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,29,0,2,0,0
2006050105,648.42,0,0,CASTILLA Y LEON,AVILA,SOTILLO DE LA ADRADA,ADRADA LA,40.277574,-4.659506,2006-08-14,360,3892,3,MOTORES Y MÃ�QUINAS (OTROS),682,47,18,0,0
2004470009,638.89,0,0,CASTILLA Y LEON,VALLADOLID,MONTEMAYOR DE PILILLA,PORTILLO,41.480543,-4.567523,2004-06-18,324,2265,1,RAYO,64,15,0,18274,918597
2005050176,630.0,1,3,CASTILLA Y LEON,AVILA,SOTILLO DE LA ADRADA,CASAVIEJA,40.311565,-4.87795,2005-08-06,2765,4230,4,Otras motivaciones,876,89,23,0,498886
2007400034,625.4,0,0,CASTILLA Y LEON,SEGOVIA,SANTA MARIA LA REAL DE NIEVA,ESPIRDO,40.994298,-4.057919,2007-08-28,295,1425,3,LÃ�NEAS ELÃ‰CTRICAS,388,24,8,0,0
2003490129,611.79,0,0,CASTILLA Y LEON,ZAMORA,BENAVENTE,SANTIBAÃ‘EZ DE VIDRIALES,42.073185,-5.983529,2003-08-03,660,1785,5,CAUSA DESCONOCIDA,114,15,6,60685,500049
2003490155,600.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.159817,-6.844835,2003-08-07,1290,9150,1,RAYO,10,0,2,608,0
2009490238,600.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,42.028564,-6.959994,2009-03-23,250,950,4,Sin datos,42,3,5,0,0
2005240628,595.08,0,0,CASTILLA Y LEON,LEON,BEMBIBRE,CASTROPODAME,42.578622,-6.425615,2005-07-21,1795,1853,4,Sin datos,96,9,6,0,0
2004490432,581.75,0,0,CASTILLA Y LEON,ZAMORA,ALCAÃ‘ICES,S VITERO,41.771231,-6.340814,2004-08-07,255,1575,2,ESCAPE DE VERTEDERO,156,11,8,0,0
2011240586,580.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,CASTRILLO DE CABRERA,42.381756,-6.539639,2011-10-18,3540,6330,4,Provocados por pastores y ganaderos para regenerar el pasto,93,1,4,0,0
2010240135,577.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,ENCINEDO,42.247595,-6.674378,2010-08-09,5049,7415,4,Sin datos,43,1,10,0,0
2003240231,573.0,0,2,CASTILLA Y LEON,LEON,ASTORGA,LUCILLO,42.39001,-6.372047,2003-08-04,510,660,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),232,9,3,0,176852
2007370116,571.0,0,1,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,ALDEADAVILA DE LA RIBERA,41.209558,-6.675759,2007-07-31,2510,4000,3,LÃ�NEAS ELÃ‰CTRICAS,194,10,7,0,0
2005240530,566.2,0,0,CASTILLA Y LEON,LEON,BENAVIDES DE ORBIGO,QUINTANA DEL CASTILLO,42.660432,-6.002896,2005-06-22,2659,5802,1,RAYO,156,15,11,0,0
2009090126,550.33,0,0,CASTILLA Y LEON,BURGOS,MIRANDA DE EBRO,CONDADO DE TREVIÃ‘O,42.693248,-2.661212,2009-07-22,1816,27510,3,MOTORES Y MÃ�QUINAS (COSECHADORAS),150,15,8,0,0
2006050122,550.0,0,0,CASTILLA Y LEON,AVILA,NAVARREDONDA DE GREDOS,S MARTIN DEL PIMPOLLAR,40.372176,-5.039497,2006-09-01,1778,3273,4,Provocados por pastores y ganaderos para regenerar el pasto,297,0,11,0,0
2005490832,540.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.131082,-6.882621,2005-10-09,960,3750,4,Provocados por pastores y ganaderos para regenerar el pasto,53,0,6,11489,0
2001490116,539.9,0,0,CASTILLA Y LEON,ZAMORA,ALCAÃ‘ICES,S VITERO,41.784318,-6.357412,2001-07-28,0,0,1,RAYO,97,5,3,0,0
2011490152,538.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,LUBIAN,42.052689,-6.864442,2011-04-09,2940,3840,4,Provocados por cazadores para facilitar la caza,20,1,2,0,0
2009490472,531.87,0,0,CASTILLA Y LEON,ZAMORA,BENAVENTE,CUBO DE BENAVENTE,42.150012,-6.206368,2009-07-17,1715,7465,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,115,25,7,0,0
2003050175,530.0,0,0,CASTILLA Y LEON,AVILA,EL TIEMBLO,BURGOHONDO,40.390185,-4.776279,2003-09-14,1195,3265,4,Sin datos,530,0,9,0,32036
2001490407,526.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.159817,-6.844835,2001-12-16,3900,3900,4,Provocados por cazadores para facilitar la caza,33,0,0,0,0
2006490089,515.7,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,PEDRALBA DE LA PRADERIA,41.962845,-6.603441,2006-05-01,1605,2925,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,131,12,7,43730,0
2003370168,510.27,0,2,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,SAUCELLE,41.050386,-6.741985,2003-08-24,740,1880,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),310,10,8,0,42567
2003050099,507.0,0,1,CASTILLA Y LEON,AVILA,EL HOYO DE PINARES,CEBREROS,40.454866,-4.432363,2003-08-01,407,3137,2,ESCAPE DE VERTEDERO,292,27,9,0,944267
2003050142,500.0,0,0,CASTILLA Y LEON,AVILA,AVILA,TORNADIZOS DE AVILA,40.605961,-4.608541,2003-08-21,350,1460,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),80,7,4,0,0
2007240309,500.0,0,0,CASTILLA Y LEON,LEON,VILLABLINO-HUERGAS DE BABIA,VILLABLINO,42.907783,-6.219408,2007-11-14,6029,6029,4,Sin datos,86,0,5,0,0
2009240454,500.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,BENUZA,42.329186,-6.696725,2009-05-07,4050,4050,4,Provocados por pastores y ganaderos para regenerar el pasto,13,0,1,0,0
2005490584,476.0,0,0,CASTILLA Y LEON,ZAMORA,BENAVENTE,UÃ‘A DE QUINTANA,42.089267,-6.09782,2005-06-25,405,465,4,Sin datos,42,7,7,27813,0
2001490216,460.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.984697,-6.889709,2001-09-03,3000,4290,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,28,1,4,0,0
2003050122,459.5,0,0,CASTILLA Y LEON,AVILA,EL BARCO DE AVILA,NAVA DEL BARCO,40.270728,-5.555749,2003-08-10,210,305,1,RAYO,371,11,9,0,178695
2002370074,452.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,VILLARINO DE LOS AIRES,41.225947,-6.437589,2002-07-31,535,1925,4,Sin datos,165,12,8,0,24756
2008050085,452.0,0,0,CASTILLA Y LEON,AVILA,PIEDRAHITA,NAVAESCURIAL,40.4417,-5.244636,2008-04-06,1035,1380,4,Provocados por cazadores para facilitar la caza,49,0,4,0,0
2009370373,443.0,0,1,CASTILLA Y LEON,SALAMANCA,BEJAR,S ESTEBAN DE LA SIERRA,40.528423,-5.884466,2009-09-15,980,3350,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,350,24,22,0,0
2011240587,441.7,1,0,CASTILLA Y LEON,LEON,ASTORGA,LUCILLO,42.37655,-6.39666,2011-10-17,2723,4117,4,Sin datos,64,3,9,0,0
2001370117,438.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,MILANO EL,41.099921,-6.603582,2001-08-20,360,1080,4,Sin datos,403,9,5,0,655152
2009240705,435.0,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,TRABADELO,42.67063,-6.852664,2009-09-11,3374,4147,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),89,4,9,0,0
2007050053,428.0,0,0,CASTILLA Y LEON,AVILA,PIEDRAHITA,S JUAN DEL OLMO,40.624597,-5.040751,2007-07-31,936,2256,3,MOTORES Y MÃ�QUINAS (OTROS),319,12,11,0,0
2005240723,422.6,0,1,CASTILLA Y LEON,LEON,LA VECILLA-LA ROBLA,VALDEPIELAGO,42.884492,-5.42042,2005-08-17,4580,6010,1,RAYO,110,7,10,0,0
2006240385,421.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,TORENO,42.717788,-6.503373,2006-08-08,746,1977,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,182,6,5,0,0
2008490242,418.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,LUBIAN,42.051915,-6.891059,2008-04-06,1730,1740,4,Sin datos,18,0,1,0,0
2004240018,413.9,0,1,CASTILLA Y LEON,LEON,PONFERRADA,MOLINASECA,42.527681,-6.456877,2004-07-25,411,1795,2,HOGUERAS,176,9,5,0,36706
2002490305,412.28,0,0,CASTILLA Y LEON,ZAMORA,TABARA,STA EUFEMIA DEL BARCO,41.690441,-5.903104,2002-08-14,510,1860,4,Provocados por cazadores para facilitar la caza,69,11,8,7506,51617
2003370100,410.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,VILLARINO DE LOS AIRES,41.225947,-6.437589,2003-08-04,1685,3725,4,Sin datos,94,5,6,0,217567
2005490704,409.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.984697,-6.889709,2005-08-20,1860,3300,4,Provocados por pastores y ganaderos para regenerar el pasto,82,7,6,29009,0
2002370105,407.58,0,0,CASTILLA Y LEON,SALAMANCA,GUIJUELO,FUENTES DE BEJAR,40.511526,-5.697361,2002-08-18,500,3340,4,Sin datos,147,13,4,0,14945
2001240299,407.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,ENCINEDO,42.265003,-6.640489,2001-08-13,1295,1775,4,Provocados por pastores y ganaderos para regenerar el pasto,51,5,3,5992,853145
2005240629,400.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,BENUZA,42.382877,-6.671312,2005-07-20,0,0,4,Sin datos,22,8,6,0,0
2008490087,400.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.200747,-6.866889,2008-02-16,1440,1710,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,21,1,6,0,0
2006050107,397.29,0,0,CASTILLA Y LEON,AVILA,NAVARREDONDA DE GREDOS,NAVALACRUZ,40.470548,-4.991834,2006-08-15,925,2710,2,FUMADORES,224,17,13,0,0
2001090128,394.31,0,0,CASTILLA Y LEON,BURGOS,MIRANDA DE EBRO,PANCORBO,42.651921,-3.125294,2001-08-07,735,8265,2,QUEMA AGRÃ�COLA (SIN ESPECIFICAR),156,21,12,0,184686
2003240025,393.5,0,0,CASTILLA Y LEON,LEON,LA BAÃ‘EZA,CASTROCONTRIGO,42.211744,-6.18868,2003-03-19,501,1710,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,63,6,3,0,36528
2003490136,388.64,0,0,CASTILLA Y LEON,ZAMORA,TABARA,FERRERUELA,41.717401,-6.050178,2003-08-04,455,1010,4,Sin datos,50,3,4,16692,304210
2005340053,376.0,0,0,CASTILLA Y LEON,PALENCIA,BOEDO-OJEDA,VILLANUÃ‘O DE VALDAVIA,42.516328,-4.523076,2005-07-16,745,855,3,MOTORES Y MÃ�QUINAS (COSECHADORAS),112,20,5,0,0
2005490021,370.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.099104,-6.943605,2005-01-22,3060,4260,4,Provocados por pastores y ganaderos para regenerar el pasto,8,0,0,0,0
2005240634,369.64,0,0,CASTILLA Y LEON,LEON,CANALES-LA MAGDALENA,RIELLO,42.80839,-6.019478,2005-07-22,856,3376,2,TRABAJOS FORESTALES,15,5,2,0,0
2004490423,369.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,42.00031,-6.81147,2004-08-01,1590,2550,4,Provocados por pastores y ganaderos para regenerar el pasto,54,3,3,0,0
2008240501,369.0,0,0,CASTILLA Y LEON,LEON,ASTORGA,MAGAZ DE CEPEDA,42.596821,-6.100911,2008-08-31,780,3040,2,QUEMA DE BASURA,169,11,8,0,0
2008240457,368.0,0,0,CASTILLA Y LEON,LEON,LA BAÃ‘EZA,CASTRILLO DE LA VALDUERNA,42.324933,-6.109487,2008-08-17,611,1622,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,115,11,7,0,0
2009490528,360.0,0,0,CASTILLA Y LEON,ZAMORA,ALCAÃ‘ICES,VILLALCAMPO,41.525001,-6.045814,2009-08-28,1150,3100,6,INCENDIO REPRODUCIDO,24,0,7,0,0
2002490325,359.66,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,VILLAR DEL BUEY,41.329502,-6.274419,2002-08-19,465,1275,4,Sin datos,89,4,6,0,0
2004490313,355.0,0,0,CASTILLA Y LEON,ZAMORA,TABARA,TABARA,41.847454,-5.992568,2004-06-18,930,2700,2,TRABAJOS FORESTALES,109,9,6,0,968130
2005240704,350.0,0,1,CASTILLA Y LEON,LEON,CISTIERNA,CREMENES,42.877336,-5.13048,2005-08-16,0,0,1,RAYO,48,0,7,0,0
2009240541,350.0,0,0,CASTILLA Y LEON,LEON,LA BAÃ‘EZA,CASTROCONTRIGO,42.211744,-6.18868,2009-07-17,276,276,2,OTRAS NEGLIGENCIAS (ACTIVIDADES APÃ�COLAS),68,8,6,0,0
2011490455,350.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PÃ�AS,42.116108,-6.928613,2011-12-24,420,2190,4,Provocados por cazadores para facilitar la caza,0,0,0,0,0
2008490355,347.5,0,0,CASTILLA Y LEON,ZAMORA,ALCAÃ‘ICES,GALLEGOS DEL RIO,41.739583,-6.167823,2008-08-30,631,6230,2,OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES),166,19,13,0,0
2005240485,344.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PARAMO DEL SIL,42.824779,-6.490871,2005-06-10,4665,4785,1,RAYO,55,3,5,0,0
2001370100,340.0,0,0,CASTILLA Y LEON,SALAMANCA,BEJAR,S ESTEBAN DE LA SIERRA,40.515158,-5.875352,2001-08-12,540,1830,4,Sin datos,157,7,7,0,12533
2003240057,340.0,0,0,CASTILLA Y LEON,LEON,LA BAÃ‘EZA,LUYEGO,42.336686,-6.235262,2003-04-03,2430,2520,3,MANIOBRAS MILITARES,20,1,0,0,0
2003370120,340.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,PERALEJOS DE ARRIBA,41.010174,-6.311379,2003-08-10,240,1500,1,RAYO,95,8,2,0,26050
2006490042,340.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,LUBIAN,42.053199,-6.921548,2006-02-11,2310,2490,4,Sin datos,35,0,1,2001,0
2007490109,338.0,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,BERMILLO DE SAYAGO,41.380144,-6.162011,2007-07-31,250,1790,4,Provocados por cazadores para facilitar la caza,126,14,7,0,0
2009490516,332.0,0,0,CASTILLA Y LEON,ZAMORA,TABARA,FERRERUELA,41.787807,-5.960393,2009-08-23,1291,2691,4,Provocados por cazadores para facilitar la caza,99,11,3,0,0
2009490549,330.68,0,0,CASTILLA Y LEON,ZAMORA,ALCAÃ‘ICES,FIGUERUELA DE ARRIBA,41.884987,-6.567848,2009-09-03,625,2550,4,Provocados para ahuyentar animales (lobos - jabalÃ­es),93,7,5,0,0
2011490169,329.02,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PÃ�AS,42.097387,-6.947148,2011-04-17,543,1363,4,Sin datos,34,1,5,0,0
2006490231,329.0,0,0,CASTILLA Y LEON,ZAMORA,TABARA,RIOFRIO DE ALISTE,41.838669,-6.181838,2006-08-31,600,3720,4,Sin datos,168,17,10,30419,0
2002470044,326.61,0,0,CASTILLA Y LEON,VALLADOLID,QUINTANILLA DE ONESIMO,VALBUENA DE DUERO,41.664669,-4.28223,2002-07-27,505,624,3,MOTORES Y MÃ�QUINAS (SIN ESPECIFICAR),64,16,4,3549,30048
2011240502,325.68,0,0,CASTILLA Y LEON,LEON,LA VECILLA-LA ROBLA,CARMENES,42.992793,-5.606358,2011-10-02,3310,6219,4,Sin datos,96,6,11,0,0
2007490134,321.3,0,0,CASTILLA Y LEON,ZAMORA,ALCAÃ‘ICES,SAMIR DE LOS CAÃ‘OS,41.678214,-6.20705,2007-08-05,471,1700,4,Sin datos,47,9,10,0,0
2010090101,320.04,0,0,CASTILLA Y LEON,BURGOS,MIRANDA DE EBRO,CONDADO DE TREVIÃ‘O,42.729722,-2.711304,2010-08-26,417,8614,2,OTRAS NEGLIGENCIAS (OTRAS),242,73,11,0,0
2008490234,320.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,TREFACIO,42.144238,-6.66408,2008-04-06,865,1545,4,Provocados por pastores y ganaderos para regenerar el pasto,34,1,5,0,0
2009370310,320.0,0,0,CASTILLA Y LEON,SALAMANCA,CIUDAD RODRIGO,OTRA PROVINCIA,40.840151,-6.829383,2009-08-19,480,2580,2,QUEMA DE MATORRAL (SIN ESPECIFICAR),214,5,12,0,0
2009240616,317.9,0,0,CASTILLA Y LEON,LEON,RIAÃ‘O,BOCA DE HUERGANO,42.990581,-4.931518,2009-08-17,5133,5133,4,Sin datos,95,4,17,0,0
2009240276,308.29,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PERANZANES,42.842498,-6.68069,2009-03-22,973,1211,4,Sin datos,12,1,2,0,0
2008490346,308.0,0,0,CASTILLA Y LEON,ZAMORA,BERMILLO DE SAYAGO,FARIZA,41.361763,-6.286676,2008-08-28,4305,6075,3,MOTORES Y MÃ�QUINAS (VEHÃ�CULOS LIGEROS Y PESADOS),102,14,12,0,0
2003370101,306.6,0,0,CASTILLA Y LEON,SALAMANCA,GUIJUELO,MEMBRIBE DE LA SIERRA,40.704704,-5.796907,2003-08-05,210,1635,3,LÃ�NEAS ELÃ‰CTRICAS,152,10,0,0,12353
2002240074,300.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,TRUCHAS,42.268979,-6.414877,2002-03-21,360,360,4,Provocados por pastores y ganaderos para regenerar el pasto,11,0,0,0,0
2005490681,300.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PÃ�AS,42.097883,-6.971082,2005-08-15,9810,10169,2,OTRAS NEGLIGENCIAS (OTRAS),37,0,4,24746,0
2006240451,300.0,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,VILLAFRANCA DEL BIERZO,42.701857,-6.807451,2006-09-08,5938,6418,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),67,5,5,0,0
2007370174,297.0,0,0,CASTILLA Y LEON,SALAMANCA,CIUDAD RODRIGO,PUERTO SEGURO,40.795129,-6.729144,2007-08-18,1095,2730,4,Provocados por pastores y ganaderos para regenerar el pasto,144,9,8,0,4680
2005490805,286.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,GALENDE,42.163559,-6.723364,2005-09-30,9470,10250,4,Sin datos,31,1,7,15858,0
2001240527,284.0,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,OENCIA,42.546098,-6.992083,2001-09-16,3164,3169,4,Provocados por campesinos para eliminar matorral y residuos agrÃ­colas,69,3,8,0,0
2001370152,280.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,VILLASDARDO,41.009371,-6.167025,2001-09-04,1260,1785,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),145,8,3,0,6
2007240281,278.1,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PARAMO DEL SIL,42.824779,-6.490871,2007-11-09,5988,6035,4,Provocados por cazadores para facilitar la caza,19,0,3,0,0
2009090127,275.67,0,0,CASTILLA Y LEON,BURGOS,MIRANDA DE EBRO,CONDADO DE TREVIÃ‘O,42.699754,-2.777044,2009-07-22,1816,27510,3,MOTORES Y MÃ�QUINAS (COSECHADORAS),260,16,6,0,0
2005490703,275.0,0,1,CASTILLA Y LEON,ZAMORA,EL PUENTE,GALENDE,42.139851,-6.729704,2005-08-20,27600,29280,4,Sin datos,137,2,5,8898,0
2003240223,273.0,0,0,CASTILLA Y LEON,LEON,BEMBIBRE,CASTROPODAME,42.580532,-6.442095,2003-08-03,1374,1574,1,RAYO,126,0,5,0,3036
2010370204,270.0,0,0,CASTILLA Y LEON,SALAMANCA,VITIGUDINO,VILLARINO DE LOS AIRES,41.276892,-6.418263,2010-09-05,655,1990,4,Otras motivaciones,76,6,3,0,0
2005050218,267.0,0,0,CASTILLA Y LEON,AVILA,NAVARREDONDA DE GREDOS,S JUAN DE GREDOS,40.291997,-5.214121,2005-09-30,3010,8740,4,Provocados por pastores y ganaderos para regenerar el pasto,133,4,8,0,0
2005240763,264.65,0,0,CASTILLA Y LEON,LEON,ASTORGA,VILLAGATON,42.637016,-6.176484,2005-08-31,259,1094,3,FERROCARRIL,81,5,6,0,0
2006050090,264.0,0,0,CASTILLA Y LEON,AVILA,AVILA,SANCHORREJA,40.688201,-4.843256,2006-07-26,185,1500,3,MOTORES Y MÃ�QUINAS (OTROS),100,6,7,0,0
2005240592,263.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PARAMO DEL SIL,42.824779,-6.490871,2005-07-14,350,410,4,Sin datos,72,6,4,0,0
2006490197,262.0,0,0,CASTILLA Y LEON,ZAMORA,ALCAÃ‘ICES,FONFRIA,41.624973,-6.121058,2006-08-07,565,1150,4,Provocados contra el acotamiento de la caza,52,7,3,0,0
2005240876,260.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PERANZANES,42.880386,-6.647832,2005-10-07,1710,3146,5,CAUSA DESCONOCIDA,48,1,9,0,0
2008490498,260.0,0,0,CASTILLA Y LEON,ZAMORA,TABARA,VEGALATRAVE,41.7338,-6.094967,2008-08-24,1140,2040,4,Provocados por venganzas,48,7,9,0,0
2011050078,254.89,0,0,CASTILLA Y LEON,AVILA,AVILA,STA MARIA DEL CUBILLO,40.679242,-4.424885,2011-08-11,235,1550,2,FUMADORES,71,7,5,0,0
2003370082,253.55,0,0,CASTILLA Y LEON,SALAMANCA,BEJAR,S ESTEBAN DE LA SIERRA,40.515158,-5.875352,2003-07-30,390,2055,4,Sin datos,195,10,13,0,66531
2001490125,252.1,0,0,CASTILLA Y LEON,ZAMORA,MOMBUEY,MANZANAL DE LOS INFANTES,42.06699,-6.351206,2001-07-31,300,360,2,ESCAPE DE VERTEDERO,37,7,5,0,0
2006240040,252.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,VEGA DE ESPINAREDA,42.756331,-6.730954,2006-02-08,4380,4601,4,Sin datos,10,0,1,0,0
2009490253,251.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.953558,-6.901142,2009-03-24,1610,2450,4,Provocados por cazadores para facilitar la caza,39,4,0,0,0
2009490589,242.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,PEDRALBA DE LA PRADERIA,41.943596,-6.708869,2009-10-04,940,2170,4,Provocados por pastores y ganaderos para regenerar el pasto,78,6,2,0,0
2004241512,239.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,VEGA DE ESPINAREDA,42.756331,-6.730954,2004-06-06,1890,1945,1,RAYO,36,1,1,0,13056
2008090008,236.0,0,0,CASTILLA Y LEON,BURGOS,ESPINOSA DE LOS MONTEROS,ESPINOSA DE LOS MONTEROS,43.132481,-3.672198,2008-02-09,3240,3360,2,QUEMA PARA REG. PASTOS (SIN ESPECIFICAR),17,1,1,0,0
2009240703,236.0,0,0,CASTILLA Y LEON,LEON,VILLABLINO-HUERGAS DE BABIA,S EMILIANO,42.987254,-6.018022,2009-09-11,4047,4379,4,Sin datos,22,1,8,0,0
2001240484,230.0,0,0,CASTILLA Y LEON,LEON,TRUCHAS,ENCINEDO,42.265003,-6.640489,2001-09-12,1470,2730,4,Sin datos,10,1,1,0,0
2011240597,228.0,0,0,CASTILLA Y LEON,LEON,VILLAFRANCA,OENCIA,42.523235,-7.016844,2011-10-19,1743,5749,4,Sin datos,83,4,5,0,0
2001490408,227.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.159817,-6.844835,2001-12-16,3000,3900,4,Provocados por cazadores para facilitar la caza,33,0,0,0,0
2011490423,226.5,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,41.987634,-6.843841,2011-10-19,1995,3300,4,Provocados por cazadores para facilitar la caza,8,3,2,0,0
2003370099,222.66,0,0,CASTILLA Y LEON,SALAMANCA,LA ALBERCA,CEPEDA,40.466051,-6.031025,2003-08-04,1680,3180,4,Sin datos,181,8,4,0,371990
2004490325,222.0,0,0,CASTILLA Y LEON,ZAMORA,ZAMORA,ZAMORA,41.483876,-5.84752,2004-06-30,215,355,4,Sin datos,35,4,5,0,0
2001240528,220.0,0,0,CASTILLA Y LEON,LEON,BEMBIBRE,CASTROPODAME,42.580532,-6.442095,2001-09-16,1325,1755,3,FERROCARRIL,37,0,1,5698,2120333
2004490037,220.0,0,0,CASTILLA Y LEON,ZAMORA,EL PUENTE,PORTO,42.168423,-6.935126,2004-02-10,1440,1620,4,Provocados por pastores y ganaderos para regenerar el pasto,8,0,0,0,0
2006240043,220.0,0,0,CASTILLA Y LEON,LEON,VEGA DE ESPINAREDA,PERANZANES,42.880386,-6.647832,2006-02-08,1755,1860,4,Provocados por cazadores para facilitar la caza,16,1,0,0,0
2008490468,220.0,0,0,CASTILLA Y LEON,ZAMORA,PUEBLA DE SANABRIA,ROSINOS DE LA REQUEJADA,42.140627,-6.470902,2008-11-23,940,1328,4,Provocados por cazadores para facilitar la caza,94,5,0,0,0
2007490184,219.63,0,0,CASTILLA Y LEON,ZAMORA,BENAVENTE,VILLANUEVA DE LAS PERAS,41.943955,-5.99842,2007-09-07,327,435,4,Sin datos,32,6,9,0,0
2011050148,219.0,0,0,CASTILLA Y LEON,AVILA,EL TIEMBLO,BURGOHONDO,40.385842,-4.78864,2011-09-23,970,2400,4,Sin datos,214,12,7,0,0
